KOD,NAZEV,ANAZEV,DOD,DDO,NEPLATNOST,LATNAZEV
8206T070,Výtvarné umění - design výrobků,,,,,
8206T071,Výtvarné umění - design výrobků a dopravních prostředků,,,,,
8206T072,Výtvarné umění - filmová a televizní grafika,,,,,
8206T073,Výtvarné umění - glyptika,,,,,
8206T074,Výtvarné umění - grafický design,,,,,
8206T075,Výtvarné umění - grafika,,,,,
8206T076,Výtvarné umění - ilustrace a užitá grafika,,,,,
8206T077,Výtvarné umění - intermediální tvorba,,,,,
8206T078,Výtvarné umění - keramika a porcelán,,,,,
8206T079,Výtvarné umění - knižní kultura a písmo,,,,,
8206T080,Výtvarné umění - konceptuální tendence,,,,,
8206T081,Výtvarné umění - kostým,,,,,
8206T082,Výtvarné umění - kov a šperk,,,,,
8206T083,Výtvarné umění - kresba a grafika,,,,,
7310T341,Řecká antická filologie,,,,,
7310T342,Lusobrazilská studia,,,,,
7310T343,Anglofonní literatury a kultury,,,,,
7310T345,Finská filologie,,,,,
7310T346,Česko-německá areálová studia,,,,,
7310T347,Ruština pro překladatele (jednooborové studium),,,,,
7504T057,Učitelství geografie pro 2. stupeň ZŠ a učňovské školství,,,,,
7504T058,Učitelství geografie pro SŠ,,,,,
7504T059,Učitelství geografie pro střední školy,,,,,
7504T060,Učitelství geologie a ochrany životního prostředí pro SŠ,,,,,
7504T061,Učitelství geologie pro střední školy,,,,,
7504T062,Učitelství historie pro 2. stupeň ZŠ a učňovské školství,,,,,
7504T063,Učitelství historie pro střední školy,,,,,
7504T064,Učitelství hry na klavír pro střední školy,,,,,
7504T065,Učitelství hry na nástroj nebo zpěvu pro SŠ,,,,,
7504T066,Učitelství hry na nástroj nebo zpěvu pro SŠ a ZUŠ,,,,,
7504T067,Učitelství hry na nástroj pro střední školy,,,,,
7504T068,Učitelství hry na varhany pro střední školy,,,,,
7504T069,Učitelství hudební vědy pro střední školy,,,,,
7504T070,Učitelství hudební výchovy a sbormistrovství pro SŠ,,,,,
7504T071,Učitelství hudební výchovy pro 2. stupeň ZŠ a učňovské školství,,,,,
7504T072,Učitelství hudební výchovy pro střední školy,,,,,
7504T073,Učitelství chemie pro 2. stupeň ZŠ a učňovské školství,,,,,
7504T074,Učitelství chemie pro SŠ,,,,,
7504T075,Učitelství chemie pro střední školy,,,,,
7504T076,Učitelství chorvatského jazyka a literatury pro SŠ,,,,,
7504T077,Učitelství informatiky pro střední školy,,,,,
7504T078,Učitelství italského jazyka a literatury pro SŠ,,,,,
7504T079,Učitelství klasického řeckého jazyka a literatury pro SŠ,,,,,
7504T080,Učitelství křesťanské výchovy pro 2. stupeň ZŠ a učňovské školství,,,,,
7504T081,Učitelství latinského jazyka a literatury pro SŠ,,,,,
7504T082,Učitelství latiny,,,,,
7504T083,Učitelství latiny pro střední školy,,,,,
7504T084,Učitelství maďarského jazyka a literatury pro SŠ,,,,,
7504T085,Učitelství makedonského jazyka a literatury pro SŠ,,,,,
7504T086,Učitelství matematiky a technické mechaniky pro SŠ,,,,,
7504T087,Učitelství matematiky pro 2. stupeň ZŠ a učňovské školství,,,,,
7504T088,Učitelství matematiky pro SŠ,,,,,
7504T089,Učitelství matematiky pro střední školy,,,,,
7504T090,Učitelství náboženství a etiky,,,,,
7504T091,"Učitelství náboženství, etiky a filozofie",,,,,
7504T092,Učitelství německého jazyka a literatury pro SŠ,,,,,
7504T093,Učitelství německého jazyka pro 2. stupeň ZŠ a učňovské školství,,,,,
7504T094,Učitelství německého jazyka pro střední školy,,,,,
7504T095,Učitelství nizozemského jazyka a literatury pro SŠ,,,,,
7504T096,Učitelství norského jazyka a literatury pro SŠ,,,,,
7504T097,Učitelství novořeckého jazyka a literatury pro SŠ,,,,,
7504T098,Učitelství občanské výchovy pro 2. stupeň ZŠ a učňovské.školství,,,,,
7504T099,Učitelství občanské výchovy pro střední školy,,,,,
7504T100,Učitelství odborných předmětů,,,,,
7504T102,Učitelství odborných předmětů pro střední zdravotní školy,,,,,
7504T104,Učitelství odborných uměleckých předmětů pro SŠ,,,,,
7504T105,Učitelství ochrany životního prostředí pro SŠ,,,,,
7504T106,Učitelství ochrany životního prostředí pro střední školy,,,,,
7504T107,Učitelství pedagogiky pro střední školy,,,,,
7504T108,Učitelství polského jazyka a literatury pro SŠ,,,,,
7504T109,Učitelství polského jazyka pro 2. stupeň ZŠ a učňovské školství,,,,,
7504T110,Učitelství portugalského jazyka a literatury pro SŠ,,,,,
7504T111,Učitelství pro SŠ se všeob.vzděl.předměty - hra na nástroj nebo zpěv,,,,,
7504T112,Učitelství pro střední školy - ruský jazyk,,,,,
7504T113,Učitelství pro střední školy - základy techniky,,,,,
7504T114,Učitelství psychologie pro střední školy,,,,,
7504T115,Učitelství religionistiky pro střední školy,,,,,
7504T116,Učitelství rodinné výchovy pro střední školy,,,,,
7504T117,Učitelství rumunského jazyka a literatury pro SŠ,,,,,
7504T118,Učitelství ruského jazyka a literatury pro SŠ,,,,,
7504T119,Učitelství ruského jazyka pro 2. stupeň ZŠ a učňovské školství,,,,,
7504T120,Učitelství slovenského jazyka a literatury pro SŠ,,,,,
7504T121,Učitelství slovinského jazyka a literatury pro SŠ,,,,,
7504T122,Učitelství sólového zpěvu pro střední školy,,,,,
7504T123,Učitelství srbského jazyka a literatury pro SŠ,,,,,
7504T124,Učitelství španělského jazyka a literatury pro SŠ,,,,,
7504T125,Učitelství španělského jazyka pro střední školy,,,,,
7504T126,Učitelství technické výchovy pro 2. stupeň ZŠ a učňovské školství,,,,,
7504T127,Učitelství technické výchovy pro střední školy,,,,,
7504T128,Učitelství tělesné výchovy pro 2. stupeň ZŠ a učňovské školství,,,,,
7504T129,Učitelství tělesné výchovy pro střední školy,,,,,
7504T130,Učitelství tělesné výchovy pro základní a střední školy,,,,,
7504T131,Učitelství ukrajinského jazyka a literatury pro SŠ,,,,,
7504T132,Učitelství věd o Zemi pro střední školy,,,,,
7504T133,Učitelství vizuální tvorby pro střední školy,,,,,
7504T134,Učitelství všeob.vzděl.předm. pro 2.stupeň ZŠ a učňovské školství,,,,,
7504T136,Učitelství všeobecně vzdělávacích předmětů pro střední školy,,,,,
7504T137,Učitelství vvp (dobíhající učitelství pro 5. - 12. ročník),,,,,
7504T139,Učitelství vvp pro SŠ biologie - geografie,,,,,
7504T140,Učitelství vvp pro SŠ biologie - matematika,,,,,
7504T141,Učitelství vvp pro SŠ biologie - tělesná výchova,,,,,
7504T143,Učitelství vvp pro SŠ geografie - historie,,,,,
7504T144,Učitelství vvp pro SŠ geografie - matematika,,,,,
7504T145,Učitelství vvp pro SŠ geografie - tělesná výchova,,,,,
7504T147,Učitelství vvp pro SŠ geologie - biologie,,,,,
7504T149,Učitelství vvp pro SŠ chemie - biologie,,,,,
7504T150,Učitelství vvp pro SŠ chemie - geografie,,,,,
7504T151,Učitelství vvp pro SŠ chemie - geologie,,,,,
7504T152,Učitelství vvp pro SŠ chemie - matematika,,,,,
7504T153,Učitelství vvp pro SŠ chemie - tělesná výchova,,,,,
7504T154,"Učitelství vvp pro SŠ se specializací M, Inf, Nj, Aj, Čj, D",,,,,
7504T155,Učitelství vvp pro SŠ v kombinaci,,,,,
7504T156,Učitelství vvp pro ZŠ a SŠ (dvouoborové v libovolných kombinacích),,,,,
7504T157,Učitelství výpočetní techniky pro 2. stupeň ZŠ a učňovské školství,,,,,
7504T158,Učitelství výpočetní techniky pro SŠ,,,,,
7504T159,Učitelství výpočetní techniky pro střední školy,,,,,
7504T160,Učitelství výtvarné výchovy a výtvarné tvorby pro SŠ,,,,,
7504T161,Učitelství výtvarné výchovy pro 2. stupeň ZŠ a učňovské školství,,,,,
7504T162,Učitelství výtvarné výchovy pro střední školy,,,,,
7504T163,"Učitelství výtvarné výchovy pro ZŠ, SŠ a ZUŠ",,,,,
7504T164,Učitelství základů společenských věd pro SŠ,,,,,
7504T294,Učitelství informatiky a výpočetní techniky pro střední školy,,,,,
7504T295,Učitelství všeobecně vzděl. předmětů pro ZŠ a SŠ - základy společenských věd,,,,,
7504T296,Výtvarně edukativní studia,,,,,
7504T297,"Učitelství hudební výchovy pro základní školy, střední školy a zákl. uměl.školy",,,,,
7504T298,Učitelství pedagogiky pro střední školy a vyšší odborné školy,,,,,
7504T301,Učitelství anglického jazyka pro střední školy,,,,,
7504T302,Učitelství základů společenských věd pro střední školy,,,,,
7504T303,Učitelství všeobecně vzdělávacích předmětů pro ZŠ a SŠ-výchova ke zdraví,,,,,
7504T304,Učitelství odborných předmětů - specializace služby,,,,,
7504T305,Učitelství  estetické výchovy,,,,,
7504T306,Učitelství pro střední školy - český jazyk a literatura,,,,,
7504T307,Učitelství pro střední školy - ruský jazyk a literatura,,,,,
7504T308,Speciální výtvarná výchova se zaměřením na vzdělávání,,,,,
7504T309,Učitelství odborných předmětů pro ZŠ a SŠ  - specializace obchod a služby,,,,,
7504T310,Galerijní pedagogika a zprostředkování umění,,,,,
7504T311,Učitelství výtvarné výchovy pro střední školy a 2. stupeň základních škol,,,,,
7504T312,Učitelství odborných předmětů pro střední školy - specializace strojírenství,,,,,
7504T313,Učitelství sociálních a zdravovědných předmětů pro střední a vyšší odborné školy,,,,,
7504T314,Učitelství italského jazyka pro střední školy,,,,,
7504T315,Učitelství češtiny jako cizího jazyka,,,,,
7504T316,Učitelství francouzštiny pro střední školy,,,,,
7504T317,Učitelství dějepisu pro střední školy a 2. stupeň základních škol,,,,,
7504T318,Učitelství pro střední školy – Ochrana obyvatelstva,,,,,
7504T319,Učitelství deskriptivní geometrie /Training Teachers of Descriptive Geometry/,,,,,
7504T320,Učitelství informatiky /Training Teachers of Computer Science/,,,,,
7504T321,Učitelství geografie pro 2. stupeň základních škol a střední školy (dvouoborové),,,,,
7504T322,Učitelství biologie a environmentální výchovy pro střední školy,,,,,
7504T323,Učitelství matematiky pro střední školy (jednooborové),,,,,
7504T324,Učitelství deskriptivní geometrie pro střední školy (jednooborové),,,,,
7504T325,Učitelství chemie pro 2. stupeň základních škol a střední školy (dvouoborové),,,,,
7504T326,Učitelství chemie pro 2. stupeň základních škol a střední školy (jednooborové),,,,,
7504T327,Učitelství matematiky pro 2. stupeň základních škol a střední školy (dvouobor.),,,,,
7504T328,Učitelství matematiky pro 2. stupeň základních škol a střední školy (jednoobor.),,,,,
7504T329,Učitelství informatiky pro 2. stupeň základních škol a střední školy (dvouobor.),,,,,
7504T330,Učitelství informatiky pro 2. stupeň základních škol a střední školy (jednoob.),,,,,
7504T331,Učitelství geografie pro 2. stupeň základních škol a střední školy (jednoobor.),,,,,
7504T332,Učitelství fyziky pro 2. stupeň základních škol a střední školy (dvouoborové),,,,,
7504T333,Učitelství fyziky pro 2. stupeň základních škol a střední školy (jednooborové),,,,,
7504T334,Učitelství biologie pro 2. stupeň základních škol a střední školy (dvouoborové),,,,,
7504T335,Učitelství biologie pro 2. stupeň základních škol a střední školy (jednooborové),,,,,
7504T336,Učitelství ruského jazyka pro střední školy,,,,,
7504T337,Učitelství výtvarné výchovy pro základní školy a střední školy,,,,,
7505R001,Pedagog volného času,,,,,
7505R002,Pedagogika - vychovatelství,,,,,
7505R003,Pedagogika specifických činností ve volném čase,,,,,
7505R004,Pedagogika volného času,,,,,
7505R005,Pedagogika volného času - hudební,,,,,
7505R006,Pedagogika volného času - tělovýchovné,,,,,
7505R007,Pedagogika volného času - výtvarné,,,,,
7505R008,Vychovatelství,,,,,
7505R015,Sociální pedagogika se zaměřením na etopedii,,,,,
7505R019,Pedagogika volného času se zaměřením na tělesnou výchovu a sport,,,,,
7505R020,Angličtina jako cizí jazyk,,,,,
7505T001,Pedagog volného času,,,,,
7505T004,Pedagogika volného času,,,,,
7505T008,Vychovatelství,,,,,
7505T009,Vychovatelství pro osoby vyžadující zvláštní péči,,,,,
7505T010,Vychovatelství s volnočasovým a resocializačním zaměřením,,,,,
7505T011,Vychovatelství se speciální pedagogikou,,,,,
7505T012,Vychovatelství se zaměřením na etopedii,,,,,
7505T013,Vychovatelství se zaměřením na tělesnou výchovu a sport,,,,,
7505T014,Vychovatelství pro speciální zařízení,,,,,
7505T015,Sociální pedagogika se zaměřením na etopedii,,,,,
7505T016,Sociální pedagogika se zaměřením na tělesnou výchovu a sport,,,,,
7505T017,Řízení volnočasových aktivit,,,,,
7505T018,Katechetika,,,,,
7505T021,Vychovatelství pro speciálně pedagogické instituce,,,,,
7505T022,Vychovatelství se zaměřením na výchovu ke zdraví,,,,,
7506R002,Speciální pedagogika,,,,,
7506R003,Speciální pedagogika - vychovatelství,,,,,
7506R006,Speciální pedagogika pro mateřské školy,,,,,
7506R007,Speciální pedagogika pro mládež vyžadující zvláštní péči,,,,,
7506R008,Speciální pedagogika pro nápravná zařízení,,,,,
7506R009,Speciální pedagogika pro pracovníky nápravných zařízení,,,,,
7506R010,Speciální pedagogika pro učitelky MŠ a výchovné pracovníky,,,,,
7506R011,Speciální pedagogika pro výchovné pracovníky,,,,,
7506R012,Speciální pedagogika předškolního věku,,,,,
7506R013,Speciální výchova zdravotně postižených,,,,,
7506R019,Učitelství pro školy pro mládež vyžadující zvláštní péči,,,,,
7506R025,Výchovná práce ve speciálních zařízeních,,,,,
7506R028,Speciální pedagogika se zaměřením na vzdělávání,,,,,
7506R029,Speciální pedagogika pro vychovatele,,,,,
7506R031,Logopedie - surdopedie,,,,,
7506R032,Psychopedie - etopedie,,,,,
7506R033,Psychopedie - somatopedie,,,,,
7506R035,Speciální pedagogika - komunikační techniky,,,,,
7506R036,Speciálně pedagogická andragogika,,,,,
7506R037,Speciální pedagogika pro 2.stupeň základních škol a pro střední školy,,,,,
7506R044,Speciální pedagogika raného věku,,,,,
7506R045,Speciálně pedagogická péče o osoby s poruchami komunikace,,,,,
7506R046,Pedagogické asistentství  spec. pedag. se zaměř. na inkluzivní vzdělávání pro ZŠ,,,,,
7506R047,Speciální pedagogika se zaměřením na inkluzivní vzdělávání pro střední školy,,,,,
7506R048,Speciální pedagogika - inkluzivní vzdělávání,,,,,
7506R049,Speciální pedagogika - ortokomunikace,,,,,
7506R051,Speciální pedagogika předškolního věku – učitelství pro mateřské školy,,,,,
7506R052,Speciální pedagogika – intervence,,,,,
7506R055,Speciální pedagogika – andragogika,,,,,
7506T000,Kmenový obor: Speciální pedagogika,,,,,
7506T001,Logopedie,,,,,
7506T002,Speciální pedagogika,,,,,
7506T003,Speciální pedagogika - vychovatelství,,,,,
7504T165,Učitelství zeměpisu pro střední školy,,,,,
7504T166,Učitelství řízení sboru pro střední školy,,,,,
7504T167,Učitelství ekonomických předmětů pro střední školy,,,,,
7504T168,Sbormistrovství,,,,,
7504T169,Učitelská fyzika pro střední školy,,,,,
7504T170,Učitelství anglického jazyka pro SŠ,,,,,
7504T171,Učitelství polského jazyka pro SŠ,,,,,
7504T172,Učitelství ruského jazyka pro SŠ,,,,,
7504T173,Učitelství informatiky pro základní a střední školy,,,,,
7504T174,Učitelství odborných předmětů pro zdravotnické školy,,,,,
7504T175,Učitelství sociálních a zdravotních předmětů pro SOŠ,,,,,
7504T176,Učitelství výtvarné výchovy pro střední školy a základní umělecké školy,,,,,
7504T177,Učitelství zdravotnických předmětů pro střední školy,,,,,
7504T185,Učitelství biologie pro SŠ (dvouoborové),,,,,
7504T186,Učitelství biologie pro SŠ (jednooborové),,,,,
7504T187,Učitelství fyzika - matematika pro střední školy,,,,,
7504T188,Učitelství fyziky pro střední školy v kombinaci s jiným aprobačním předmětem,,,,,
7504T189,Učitelství fyziky pro střední školy v kombinaci s odbornou fyzikou,,,,,
7504T190,Učitelství vvp pro ZŠ a SŠ - základy společenských věd,,,,,
7504T191,Učitelství fyziky v kombinaci s druhým aprobačním oborem pro střední školy,,,,,
7504T192,Učitelství fyziky v kombinaci s informatikou,,,,,
7504T193,Učitelství fyziky v kombinaci s matematikou,,,,,
7504T194,Učitelství geografie pro SŠ (dvouoborové),,,,,
7504T195,Učitelství geografie pro SŠ (jednooborové),,,,,
7504T196,Učitelství geologie pro SŠ (dvouoborové),,,,,
7504T197,Učitelství geologie pro SŠ (jednooborové),,,,,
7504T198,Učitelství chemie pro SŠ (dvouoborové),,,,,
7504T199,Učitelství chemie pro SŠ (jednooborové),,,,,
7504T200,Učitelství informatika-matematika pro střední školy,,,,,
7504T201,Učitelství informatiky pro střední školy v kombinaci s jiným aprobačním předmět.,,,,,
